"V1","V2"
"Mpp2","Larp4"
"Txnl4a","Adrm1"
"Stard5","Gbp2"
"Actn1","Arih1"
"Actn1","Ddx39"
"AI314180","Inpp5k"
"Rfk","Cdc34"
"Pycard","Hgsnat"
"Wdr37","Dock10"
"Glod4","Rnf20"
"Nufip2","Tlr2"
"Vps26b","Surf4"
"Ppp1r12b","Rela"
"Igsf6","Pdlim7"
"Sdha","Tlr7"
"2410016O06Rik","Mrpl48"
"Nhlrc3","Slc25a12"
"Slc25a12","Bnip3l"
"Slc25a12","Ankhd1"
"Tmed7","Eif4g2"
"Sucla2","Cdc23"
"Ankrd50","Pdlim5"
"Efhd2","Yif1b"
"Hddc2","Flnb"
"Zfp703","Zbtb7b"
"Cdc34","Cox5a"
"Cep170","Cdc37l1"
"Mark4","H2-DMb2"
"Myof","Pdlim7"
"Ascc1","Col4a3bp"
"Vapb","Nckap1l"
"Hmgcl","Nckap1l"
"Nckap1l","Uso1"
"Nckap1l","Ptk2b"
"Nudt21","Cwc15"
"Polr2l","Ddx46"
"Fpr2","Mettl7a1"
"Vps45","Ngp"
"Smarca2","Ankib1"
"Copa","Rhog"
"Mapk13","Rpl19"
"Cdc23","Arsb"
"Arhgap1","Trf"
"Gpn1","Rap1a"
"Ccdc9","Snx30"
"Gmeb1","Ccdc9"
"Ccdc9","Asprv1"
"Brap","Cdk5"
"Lsm14a","Gnpda1"
"Cd84","Stx17"
"Evl","Cd84"
"Chaf1b","Mrpl45"
"Exoc2","Arglu1"
"Rab11a","G6pd2"
"Lcp1","Slc29a3"
"Zc3h18","Bphl"
"Mgl2","Lat2"
"Chd8","Malt1"
"Skiv2l","Qk"
"Gfm2","Myo7a"
"Usp16","Rpl26"
"Map3k2","Prpf38b"
"Clec4a3","Iqgap2"
"Mrpl1","Hspa4l"
"Hspa4l","Ear10"
"Ube2v1","Tjp2"
"Pbrm1","Tpm3"
"Wdr75","Acp5"
"Gvin1","Dhx30"
"Gigyf2","Mtmr3"
"Pdia4","Rsf1"
"Mrps26","Rnaset2b"
"Nop2","Ptpn9"
"Thyn1","Lsm7"
"Lims1","Rps10"
"Scaf1","Cc2d1a"
"Derl2","Ube2a"
"Ythdf1","Rap2a"
"Lrp1","Sub1"
"2410016O06Rik","Btf3l4"
"Zmynd8","Ccar1"
"Lrp1","Bet1"
"Tor1aip1","Nkiras2"
"Dhx16","Hint3"
"Smcr8","Atpif1"
"Gpd2","Kri1"
"Stx2","Ivns1abp"
"Rnps1","Wdr75"
"Rnps1","Notch2"
"Mt2","Rnps1"
"Taf6","Hnrnpf"
"Lrp1","Ccdc12"
"Dhx16","Atg7"
"Ash2l","Dnajc1"
"Sirpa","Mocs1"
"Stx8","Mocs3"
"Pa2g4","Bptf"
"Ankrd28","Ints7"
"Nhlrc3","Ankrd28"
"Gpn1","Ankrd28"
"Pnpt1","Ankrd28"
"Arhgef6","Ankrd28"
"Plcl2","Gmpr"
"Sp140","Kctd12b"
"Stat1","Ftl1"
"Stx2","Mcee"
"Elovl1","Carm1"
"Rassf2","Rab18"
"Flot2","Rab18"
"Rab18","Exoc3"
"9130011E15Rik","Gatad2a"
"Chchd4","Pde2a"
"Sema4a","Cox4i1"
"Casp7","2310036O22Rik"
"Gtf2a1","Yes1"
"Gtf2a1","Gcn1l1"
"Gtf2a1","Ccar1"
"Gtf2a1","Kif11"
"Hnrnpa1","Ubap1"
"Cd47","Psmd13"
"Ddx24","Ndufaf2"
"Zc3h11a","Pbrm1"
"Mrc1","Srp54c"
"Prkd2","Dlst"
"Nbas","Mpo"
"Lzic","Utp3"
"Tbc1d17","Gmppb"
"Hectd1","Stxbp2"
"Nek8","Usp19"
"Fkbp8","H1f0"
"Opa1","Por"
"Trim12a","Opa1"
"Med10","Opa1"
"Opa1","Itgb5"
"Dock8","Opa1"
"Opa1","Gripap1"
"Gda","Kif3b"
"Ipo9","Ncapd2"
"Smpd4","Tbc1d9"
"Stx2","Rnaset2a"
"Exoc1","Gstm4"
"Hps6","Ttc39c"
"Impact","Aimp2"
"Lmbrd2","H2-Q6"
"Ppm1h","Etfa"
"Nudt3","Tle1"
"Gda","Tpra1"
"Ggta1","Mndal"
"Psma1","Rab24"
"Hist1h2aa","Tradd"
"Vps26b","Ddx54"
"Dicer1","Gng12"
"Dicer1","Cpne2"
"Dicer1","Itgb2"
"Bptf","Nisch"
"Vcl","Hgs"
"Ptgr2","Nedd4l"
"Isca2","Nedd4l"
"Erc1","Cdk9"
"Erc1","Pabpc4"
"Erc1","Hnrnph3"
"Erc1","Pola1"
"AI837181","Apoo"
"Exosc10","Eps8"
"Rras","Eps8"
"Eps8","Bsg"
"Eps8","Fn3krp"
"Seh1l","Cxxc1"
"Armc6","Gng12"
"Vps33a","Dhrs4"
"Nudt21","Wbp11"
"U2af2","Nudt3"
"Ipo7","Rbm12"
"Sephs2","Gna13"
"Tceb1","Faim"
"Nop2","Ing5"
"Mylk","Ap1s1"
"Usp14","Anxa4"
"Fdps","Dctn4"
"Ptpn11","Anks1"
"Ilf3","Ncapg"
"Mpo","Vars"
"Prmt5","Inpp5k"
"Dnajc5","Hist1h2br"
"Usp24","Tlr13"
"Leng8","2810408A11Rik"
"Golga2","Arhgap27"
"Ccl3","Ivns1abp"
"Acot1","Rnaset2b"
"Myof","Elavl1"
"Cttn","Clec4b1"
"Ppp3ca","Rnasel"
"Rnasel","Rab2a"
"Gmeb1","Rnasel"
"Casp1","Rnasel"
"Wdfy2","Rnasel"
"Rnasel","Stk3"
"Faim","Mettl14"
"Apoo","Stat2"
"Stat1","Ifit1"
"Bin2","Pgm3"
"Gnb3","Mlst8"
"Faf2","Letm1"
"Snx3","Lpgat1"
"Lpgat1","Acot10"
"Smarca4","Uckl1"
"Mcts1","Prpf3"
"Safb2","Casp7"
"Gmeb2","Asrgl1"
"Nckap1l","Nadk"
"Med7","Snx6"
"Lrch3","Sash3"
"Slc2a6","Smpdl3a"
"Flcn","Tceb1"
"Zcchc6","Atf2"
"Hdgfrp2","Srsf6"
"Rcc2","Nudt3"
"Pnpla8","Carhsp1"
"Rap1gds1","Rest"
"Rab11fip2","Pfdn4"
"Lamb1","Fam45a"
"9130011E15Rik","Nrbp1"
"Irak4","Sf3b1"
"Pik3c2a","Gdpd1"
"Kif1a","Tbc1d1"
"Rdx","Pfdn4"
"Larp4","Srsf9"
"Slc25a3","Rras"
"Abcg1","Fyn"
"Yif1b","Tbc1d17"
"Pcbp2","Golga3"
"Myl9","Gcc1"
"Cul4a","H2-Ke6"
"Srsf4","Eef1a1"
"Rsf1","Atox1"
"Bak1","Rsf1"
"Cog1","Acot11"
"Cog1","Srsf4"
"Cog1","Lhpp"
"Cog1","Clint1"
"Cog1","Rps24"
"Cog1","Ly6e"
"Cog1","AI413582"
"Cog1","Aip"
"Actn3","Ctsh"
"Bub1b","Nprl2"
"Prdx2","Ubxn4"
"Dynll2","Bst2"
"Vim","Hspa4l"
"G3bp1","Capn7"
"Eif3g","Cxxc1"
"Dus3l","Ctnnbl1"
"Soat1","Atg16l1"
"Atg16l1","Gnas"
"Pik3r6","Atg16l1"
"Mfn1","Itgb2"
"Abcf2","Itgb2"
"Ankrd17","Itgb2"
"Itgb2","Ckm"
"Itgb2","Stat2"
"Itgb2","Hcls1"
"Tyrobp","Myl6"
"Ikzf2","Sumf2"
"Bop1","Tpt1"
"Inpp5f","Mgea5"
"Atp6v1a","Suclg2"
"Alkbh7","Nptn"
"Zmpste24","Zfp128"
"Mthfd2","Ldhb"
"Cyp4f18","Hgsnat"
"Stx8","Creld2"
"4930544G11Rik","Hebp1"
"Dpysl4","Cwf19l2"
"Acot1","Cox5a"
"Fgr","Trim56"
"Cetn3","Stmn2"
"H2afy","Ndufb9"
"Med12","Spg11"
"Tpt1","Nt5c"
"Fcer1g","Uqcr10"
"Thoc2","Cwf19l2"
"Ppp1r2","Tmem135"
"Plxdc2","Rassf2"
"Rassf2","Hn1l"
"Lmbrd2","Ccdc93"
"Gmip","Vti1b"
"Aldh1a1","Pisd"
"Pdlim7","Mrps7"
"Slc6a6","Ftsj3"
"Ppp1r2","Vps26b"
"Pfkm","Fam160b1"
"Rbpms","Rpl4"
"F8a","Exosc4"
"Aarsd1","Nanp"
"Stam","Nap1l4"
"Atp5j","Ctss"
"Nenf","Cdc34"
"Unc45a","Jmjd1c"
"Sfpq","Nudt3"
"Prpf4b","Ehbp1l1"
"Kynu","Ctps2"
"Dnajb4","Rad23a"
"Nacad","Eif4a2"
"Nans","Nae1"
"Nek8","Ptpn18"
"2810408A11Rik","Mgea5"
"Ndufb3","Aatk"
"Pea15a","Prkd1"
"Eif2d","Mrps5"
"Micall2","Hist1h4j"
"Stk24","Ehbp1l1"
"Lyz2","Kif3b"
"Pank2","Srsf9"
"Slain2","Msr1"
"Msr1","Lyrm4"
"Nfatc1","Dok2"
"Cstf1","Mut"
"Stk38","Usp14"
"Pld4","Txndc5"
"Mark1","Kif13a"
"Stap1","4930544G11Rik"
"Stap1","Arhgef1"
"Stap1","Eif4ebp2"
"Stap1","Sumo3"
"Stap1","Bsg"
"Esyt2","Stap1"
"Lrch3","Stap1"
"Stap1","Kdm2a"
"Ear10","Diablo"
"Dicer1","Arhgap4"
"Aarsd1","Smc2"
"Mknk1","Zbp1"
"Sdha","Mknk1"
"Msr1","Pigx"
"Nhlrc3","Tbxas1"
"Zc3hav1","Tbxas1"
"Pdk1","Klc3"
"Impdh1","Get4"
"Impdh1","Usp39"
"Jagn1","Impdh1"
"Ifi30","Impdh1"
"Impdh1","Psme2"
"Zc3hav1","Rpl10a"
"Fam107b","Cnpy3"
"Trim30a","Hnrnpu"
"Trps1","Cc2d1a"
"Bub1b","Fen1"
"Cox6c","Tln1"
"Ebp","Stat2"
"Mycbp","Ppp2ca"
"Faim","Rpl19"
"Maea","Coro1c"
"Snrnp200","Ube2d2b"
"Rdx","Wipi2"
"Nomo1","Kcnk6"
"Ndufs2","Cox6c"
"Eml3","Polr2a"
"Tor1b","Gbp3"
"Gbp3","Hexa"
"Gbp3","Osbpl8"
"Gbp3","Lman2"
"Gbp3","Pabpc6"
"Uvrag","Klf13"
"Glrx","Ap2a1"
"Gstm4","Sh3d19"
"Pdpk1","Tex264"
"Mrpl55","Ddx50"
"Gab1","Ctage5"
"Mlst8","Hps3"
"Atp1a3","4930544G11Rik"
"Ppp2ca","Sbf1"
"Clpb","Ampd2"
"U2af2","Zmiz1"
"Tor1aip1","Nmt1"
"Ccnh","Ercc1"
"Ikbkg","Ncapg"
"Rnasel","Uba5"
"Sub1","Usp4"
"Tcea2","Metap2"
"Prmt5","Inpp5k"
"Myef2","Tbcel"
"Mapk9","Csnk1e"
"Fdxr","Cbx1"
"Tufm","Tradd"
"Nfu1","Eif3g"
"Eif4a2","Tbc1d1"
"Pabpc5","Tbc1d1"
"Lbr","Rragb"
"Rragb","Nans"
"Rragb","Rbbp4"
"Rragb","Arglu1"
"Rragb","Npm1"
"Rragb","Hist1h1b"
"Rragb","Gbf1"
"Tacc3","Psph"
"Plekho2","Cyfip1"
"Zfp592","Larp4b"
"Nudt7","Armc8"
"Hnrnpu","Fadd"
"Ankrd44","Uap1"
"Ankrd44","Mark4"
"Ankrd44","Lsp1"
"Ankrd44","Clint1"
"Ankrd44","Gabarap"
"Ankrd44","C330007P06Rik"
"Prkcq","Crmp1"
"Galk2","Ube2a"
"Xaf1","H2-DMa"
"Zfp592","Cdk11b"
"Cdk11b","Irf2bp2"
"Runx3","Med22"
"Ahcyl2","Runx3"
"Runx3","Cpne2"
"Ilkap","Naa30"
"Golga2","Aldh1a7"
"Usp39","Pigx"
"Ireb2","Crmp1"
"Arhgdia","Pcnp"
"Ankrd28","Pcnp"
"Trappc8","Casp7"
"Pelp1","Flnc"
"Fdxr","Rexo2"
"Lzic","Hnrnpm"
"Acot1","Ctsh"
"Csnk1e","Slc25a13"
"Ociad1","Ssbp1"
"Fam76a","Mri1"
"Pitrm1","Nudt3"
"2310011J03Rik","Rps6ka4"
"Slmap","Arih2"
"Pebp1","Cyp51"
"Mertk","Efr3a"
"Chd8","Mrpl3"
"Ccnd2","Stam2"
"Esyt2","Ubap1"
"Bak1","Uvrag"
"Tmsb10","Fam63b"
"Hnrnpu","Luc7l2"
"Tifa","Zmiz1"
"Cwf19l2","Mybbp1a"
"Uvrag","Uqcr11"
"Ncor2","Prelid1"
"Fscb","Gnpda1"
"Commd6","Mrpl53"
"Yy1","H2-DMb1"
"Bicd2","Prkab1"
"Aoah","Lrrc28"
"Fam107b","Ahnak2"
"Nup188","Ahnak2"
"Kcnab2","Ahnak2"
"Xrn1","Ahnak2"
"Ahnak2","Pelp1"
"Pcf11","Tfg"
"Mon2","Tfg"
"Tfg","Fbll1"
"Tfg","Gch1"
"Serpinb8","Dlg1"
"Ptpn12","Dlg1"
"Dlg1","Hibadh"
"Dlg1","Stard5"
"Evi2b","Dlg1"
"Dlg1","Isca2"
"Dlg1","Ebp"
"Suclg2","Atp5b"
"Abhd5","H2-K1"
"Snap29","Ctbs"
"Gfer","Commd8"
"Cox6c","Fh1"
"Idua","Klf5"
"Uggt2","Rps6ka1"
"Commd10","Uggt2"
"Eif2s3y","Uggt2"
"Nit1","Phf8"
"Trim30a","Suclg2"
"Taf15","Rap1a"
"Taf15","Pcyt2"
"Nab2","Mkrn1"
"Gpn1","Zfp598"
"Arih1","Rbm47"
"Snrpd3","Iqgap3"
"Ppp4r1","Ptbp2"
"Saa3","Vav2"
"Saa3","Cdk9"
"Saa3","Ttpal"
"Saa3","Polr1a"
"Saa3","Ngp"
"Saa3","Shoc2"
"Saa3","Ocrl"
"Rwdd4a","Ubap2l"
"Prkd1","Prpf19"
"Txndc12","Frg1"
"Frg1","Pank4"
"Frg1","Crmp1"
"Frg1","Tppp3"
"Frg1","Nle1"
"Frg1","Ppp2r2a"
"Mdc1","Frg1"
"Frg1","Ina"
"Ubl7","2700060E02Rik"
"Sltm","Fam160b1"
"Sf3b3","Wdr75"
"Lss","Emb"
"Zfr","Dap"
"Gnb3","Cetn3"
"Ddrgk1","Fam134b"
"Ppp2r2b","Cxxc1"
"Gnpnat1","Rbm47"
"Unc45a","Ppp1cb"
"Zc3hav1","Fam120a"
"Rab9b","Nans"
"Rab9b","Hp1bp3"
"Uba2","Rab9b"
"Rab9b","Actr2"
"Epc1","Rab9b"
"Rab9b","Cstf2t"
"Ndufb11","Bub1b"
"Snrpe","Skp1a"
"Cd82","Rbm47"
"Tpx2","Chd2"
"Nol11","Chd2"
"Acot1","Arg2"
"Rbpms","Numb"
"Ndufs7","Acot11"
"Fdxr","Ctcf"
"Rbm47","Rpl37"
"Pank2","Wdfy2"
"Rdh13","Pdlim2"
"Ptpn1","Ankrd50"
"Sec11c","Lmbrd1"
"Hnrnpa3","Sash3"
"Stat5b","Aacs"
"Mta1","Tmco1"
"Mapk9","Rab3d"
"Wls","Ndufaf2"
"Atp6v1b2","Brd7"
"Aldh3a2","Idh3g"
"Asph","Asah1"
"Ndufs7","Atp6v1b2"
"Lamb1","Plxnb2"
"Prkd1","Ccdc88a"
"Clpb","Cc2d1b"
"Flcn","Fip1l1"
"Cds2","Il1rn"
"Cds2","Clasp2"
"Cds2","Csl"
"Cds2","Nkiras2"
"Csnk1a1","Mrps15"
"Acat1","Ggcx"
"Actn3","Nptn"
"Pnpt1","Acsl3"
"Pnpt1","Srrm1"
"Pnpt1","Nploc4"
"Usp16","Pnpt1"
"Tbc1d24","Pnpt1"
"Ikzf2","Mtx2"
"Ikzf2","Cog6"
"Ikzf2","Haus4"
"P2rx4","Plekho1"
"Plekho1","Eif2b3"
"Pycrl","Arfip2"
"Lmna","Psmd14"
"Lmna","Ampd2"
"Lmna","Far1"
"Mcat","Lmna"
"Brd2","Lmna"
"Dok2","Taok1"
"Trip4","Tnfaip2"
"Arpc3","Cyb5r3"
"Polr2e","Cyb5r3"
"Kcnk6","Snrpb2"
"Rps6ka2","Pdyn"
"Rps6ka2","Tpx2"
"Eif5a2","Rps6ka2"
"Rps6ka2","Ina"
"Got2","Cdk11b"
"Lrp1","Tnfrsf1b"
"Tyms","Tbxas1"
"Dut","Tlr7"
"Isyna1","Pgrmc2"
"Atp6ap1","Scd2"
"Pycrl","Rps16"
"Gmip","Arpc4"
"Klc2","Mrpl24"
"Son","Itgav"
"Abr","Spg21"
"Acot11","Col4a3bp"
"Stx17","Txnrd1"
"Eno2","Txnrd1"
"Txnrd1","Ntan1"
"Srrm2","Tubg1"
"Cdk16","Prosc"
"Rrbp1","Phip"
"Elovl1","Ehmt2"
"Tmem214","Fas"
"Fermt3","Tab1"
"Cfb","Akap9"
"Akap9","Ndufv2"
"Phf8","Akap9"
"Slc35e1","Exoc3"
"Runx1t1","Vav2"
"Eif5a2","Runx1t1"
"Irak4","Runx1t1"
"Rsrc2","Ech1"
"Ccdc6","2410015M20Rik"
"Gpd1l","Tbrg4"
"Mccc1","Atf2"
"Rab5a","Ndufs1"
"Pcyox1","Nmi"
"Wars","Nup50"
"Cyld","Bcl7c"
"Mea1","Cyld"
"Erlin2","Myh10"
"Arhgef7","Ube2l6"
"Arhgef7","Pdyn"
"Arhgef7","Nes"
"Nrbp1","Arhgef7"
"Exoc1","Arhgef7"
"Arhgef7","Scd2"
"Ptpre","Mafg"
"Sh3glb2","Brd4"
"Eif1","Rpl31"
"Rabgef1","Ugdh"
"Rcsd1","Pdlim7"
"Fam3a","Mrrf"
"Ebag9","Pdlim7"
"Idh3g","Sntb2"
"Mpp6","Lypla2"
"Txndc9","Aida"
"Runx3","Tap2"
"Mbnl2","Fcgrt"
"Fndc3a","Ddx17"
"Akap8","Rbm15b"
"Kif16b","Ppih"
"Osbpl11","Bmp2k"
"Tcerg1","Gatad2b"
"Tubb2a","Lsm14b"
"Nol8","Fn3krp"
"Scoc","Gmfg"
"App","Gtf2f1"
"Serpinb8","Psma6"
"Psma6","Hmgcl"
"Evi2b","Psma6"
"Fam120c","Pdpk1"
"Vps53","Cyp4f17"
"Aacs","Ahctf1"
"Ahctf1","Tm9sf3"
"Cept1","Sec13"
"Capg","Rab7"
"Snrnp70","Casp1"
"Casp1","Adsl"
"Snap29","Ppa2"
"Mrrf","Rab9"
"Efhd2","Atpaf1"
"Rps15","Sec61a1"
"Ebag9","Hspa2"
"Myo1f","Edc4"
"Top2a","Hist1h1b"
"Qtrt1","Dhx30"
"Ppp3ca","Dnase2a"
"Tlr2","Dna2"
"Fam107b","Mapk10"
"Gnat2","Mapk10"
"Zbtb8os","Mapk10"
"Ppp1r8","Mapk10"
"Trf","Mapk10"
"Mapk10","Eif4enif1"
"Pgrmc2","Atpaf1"
"Nek7","Rbm12"
"Tmf1","Eif3k"
"Galm","Sntb2"
"Stat1","Isg15"
"AI314180","Dnaja2"
"Zfp592","Elavl1"
"Oas3","Cox5b"
"Oas3","Uso1"
"Oas3","Hibadh"
"Plcg2","Oas3"
"Lyz1","Oas3"
"H2-Eb1","Oas3"
"Cfp","Oas3"
"Metap2","Ing5"
"Srp19","Nasp"
"Mapk8","Ktn1"
"Ephx1","Cyp4f14"
"Cyp4f14","Por"
"Cyp4f14","Glb1"
"Cyp4f14","Ogdh"
"Cyp4f14","Mapk7"
"Cyp4f14","Mink1"
"Rbm10","Smarca1"
"Tssc4","Ube2i"
"Tceb1","Fip1l1"
"Ralgapa1","Anxa4"
"Ralgapa1","Tbc1d17"
"Prpf40a","Fn3krp"
"Ddrgk1","Cox5a"
"Cds2","Gm16381"
"Gm16381","Pak4"
"Tbc1d24","Gm16381"
"Map4","Creb1"
"Srsf12","Ifi35"
"Timm10","Cox6b1"
"Ehbp1l1","Paip2"
"Prkar2b","Cc2d1b"
"Prkar2b","Coro1a"
"Dazap1","Fadd"
"Stk24","Prpf4b"
"Shmt2","Impa1"
"Fermt3","Daglb"
"Bin2","Tbc1d1"
"Bin2","Gmppb"
"Bin2","Tnfaip1"
"Arhgap1","Picalm"
"Picalm","Pip5k1c"
"Brpf1","Ppp5c"
"Dap3","Fkbp1a"
"Taf15","Zfp598"
"Nol10","Ash2l"
"Pea15a","Wdr61"
"Nit2","Mta1"
"Hkdc1","Pdlim1"
"Pea15a","Mapk9"
"Pabpc5","Casc3"
"Bag1","Tsc2"
"Ncoa3","Tom1"
"Fam111a","Ppp1r10"
"Trim21","Mrrf"
"Trim21","Gabpb2"
"Trim21","Nek9"
"Fam98a","Hspbap1"
"Acsl4","C1qb"
"Wdr37","Nkiras2"
"Wdr37","Ankrd28"
"Wdr37","Rpl7l1"
"Gnat2","Notch2"
"Plek","Gnat2"
"Gnat2","Scd2"
"Gnat2","Atp7a"
"Bcl2l13","1700112E06Rik"
"Zfr","Ints2"
"Ndufa9","Gabarap"
"Cblb","Mapk4"
"Gdi1","Letm1"
"Ints2","Cyp4f14"
"Clec7a","Calr"
"Vapa","Timm10"
"Ppp3ca","Mapre3"
"Zeb2","Ubap2"
"Actbl2","Sdcbp"
"Tm9sf3","Pofut1"
"Trappc8","Ctnnd1"
"Smarca2","Aprt"
"Nudt7","Bms1"
"Hist1h1a","Naa10"
"Il1rn","Tbc1d1"
"Cdkn1a","Mecp2"
"Mtmr14","Crem"
"Gstm7","Cdk8"
"P2rx4","Mocs1"
"Fcho1","Rhog"
"Timm23","Glo1"
"G3bp1","Vps11"
"Atp1a3","Cnbp"
"Macrod1","Ahcy"
"Rpe","Cblb"
"B4galnt1","Irgm1"
"Zc3h11a","Faf2"
"Pex19","Vps11"
"Leng8","Rsu1"
"Prkd2","Nop2"
"Nagpa","Atp5j"
"Zc3h11a","Emb"
"Cdv3","Srp9"
"Eif3c","Cdv3"
"Cdv3","Tpm1"
"Cdv3","Carhsp1"
"Cdv3","Stfa2"
"Cdv3","Afg3l2"
"Trim16","Dnajb6"
"Cds2","Polr3a"
"Gramd4","Erp44"
"Gramd4","Snip1"
"Zdhhc13","Gramd4"
"Gramd4","Hook3"
"Gramd4","Tax1bp3"
"Gngt2","Gramd4"
"Ctsl","Gramd4"
"Ppp4r2","Cdc5l"
"Cblb","Ppp1r14b"
"Wls","Vav2"
"Casp3","Utrn"
"Kif5a","Utrn"
"Actn2","Utrn"
"Apobec3","Utrn"
"Ppp3cb","Cwc22"
"Ubxn4","Tsn"
"Dpm1","4931406C07Rik"
"Atg3","Rab32"
"Inpp5b","9930111J21Rik1"
"Slc16a3","Impa2"
"Syncrip","Mpo"
"Trim16","Acox3"
"Fam114a2","Gmps"
"Srsf1","Lmna"
"Acta1","Was"
"Gng12","Stat2"
"Stat2","Unc93b1"
"Cdk8","Socs6"
"Mdc1","Map2k1"
"Acat1","Tle2"
"Dap3","Fndc3a"
"Tyrobp","Parp9"
"Limd1","Ankrd50"
"Sf3a2","Pdk1"
"2210016F16Rik","Endod1"
"Ppp1r12c","Zmiz1"
"Tec","Atg7"
"Rps27l","Arhgef2"
"Kcmf1","Arhgef2"
"Pik3r6","Arhgef2"
"Arhgef2","Gabarap"
"Tpt1","Arhgef2"
"Arhgef2","Tmed7"
"Bop1","Tyrobp"
"Ap2s1","Fam3a"
"Glrx","Etfb"
"Inpp5b","Sh3glb2"
"Xiap","H2-DMb2"
"Stx8","Prrc1"
"Mrps26","Rilpl2"
"Wars","Prpf31"
"Jagn1","Usf1"
"G6pd2","Trappc3"
"Pcf11","Gigyf2"
"Dus3l","Naa50"
"Abr","Gpsm3"
"Hkdc1","Cyfip1"
"Txnrd1","Tmco1"
"Tpr","Ube2v2"
"Ccdc124","Grwd1"
"Kif1a","Mrpl22"
"Mrpl22","Exosc2"
"Mrpl22","Tbc1d1"
"Stat1","Etfdh"
"Actn1","P2rx4"
"Ccdc124","Phpt1"
"Paox","Tbck"
"Paox","Cog7"
"Paox","Dhx58"
"Gls","Eef1a2"
"Tyrobp","Glrx"
"Scamp2","Tor1b"
"Scamp2","Rprd1b"
"Scamp2","Mmp9"
"Scamp2","Agtrap"
"Scamp2","Stat6"
"Scamp2","Bptf"
"Ddhd1","Scamp2"
"Scamp2","Flot1"
"Agl","Gfm1"
"Creb1","Scyl1"
"Dhx36","Optn"
"Dhx36","Cwc22"
"Dhx36","Hscb"
"Dync1h1","Rab4b"
"Phf10","Nudt21"
"Dsp","Snx30"
"Fn1","Eif2b3"
"Tbl3","Dhx30"
"Psmb3","Atxn2l"
"Tacc3","Rcsd1"
"Nrbp1","Galt"
"Birc6","Ywhag"
"Glmn","Xrn1"
"Ly75","Ttf2"
"Ywhaq","Cyld"
"Prrc2a","Luc7l2"
"Cops7b","Slc3a2"
"Ints8","Vamp4"
"Lmna","Ap1b1"
"Cdk5rap2","Ap1b1"
"Rbbp4","Ap1b1"
"Gopc","Ap1b1"
"Kif5a","Ap1b1"
"Uggt2","Ap1b1"
"Wdr44","Ap1b1"
"Chm","Ap1b1"
"Bop1","Cox6c"
"Kpna1","Cog3"
"Snx30","Snx32"
"2200002D01Rik","Cox4i1"
"Med13l","Ndufc2"
"Vdac2","Caprin1"
"Suclg1","Atp5b"
"Acot2","Pcmt1"
"Zc3h11a","Dut"
"Ptpre","Wdfy3"
"Wdfy3","Tbcd"
"Unc119b","Mlxip"
"Rnf123","Bud13"
"Nefm","Rnf123"
"Ap3m2","Arf6"
"Stat1","Car4"
"Pls1","Tpd52l2"
"Zbtb8os","Cd200r1"
"Afg3l2","Pitpnc1"
"Sec63","Slc7a2"
"Psma6","Myh4"
"Tor1aip2","Ralgapa1"
"Tor1aip2","Vti1b"
"Tor1aip2","Brd2"
"Tor1aip2","Xpnpep1"
"Arhgef6","Atg16l1"
"Arhgef6","Ints7"
"Cds2","Arhgef6"
"Arhgef6","Srrm1"
"Arhgef6","Wipi2"
"Arhgef6","Rbm22"
"Prkd2","Rbm47"
"Adss","Kifap3"
"Kifap3","Avl9"
"Kifap3","Tubgcp2"
"Ddx6","Kifap3"
"Kifap3","Utp20"
"Sharpin","Kifap3"
"Kifap3","Cul2"
"Gga1","Rbm15b"
"Dsp","Rasa3"
"Hnrnpa3","Stk10"
"Agfg1","Pyhin1"
"Pyhin1","Ugt1a7c"
"Pyhin1","Wipf1"
"Pyhin1","Plbd1"
"Pyhin1","Taf10"
"Pyhin1","Lamp1"
"Pyhin1","Bsg"
"Pyhin1","Dhx58"
"Pyhin1","Nek9"
"Pyhin1","Rin3"
"Pyhin1","Zmiz1"
"Add3","Pyhin1"
"Glrx3","Cul1"
"Mark1","Zc3h4"
"Mfsd7b","Rragd"
"Picalm","Mfsd7b"
"Mfsd7b","Lss"
"Mfsd7b","Irgm2"
"Mfsd7b","Mocs1"
"Fkbp2","Mfsd7b"
"Pank2","Acsl3"
"Usp47","Ndufs8"
"Gtf2i","Mrpl23"
"Arfgef1","Fam3c"
"Cnp","Fam3c"
"Cat","Oas3"
"Vps33a","Oas3"
"Poglut1","Ylpm1"
"Irgm1","Ap2a1"
"Rps19","Phpt1"
"Mt2","Ccdc50"
"Rps6ka2","Ccdc50"
"Gpn1","Uba52"
"Idh1","Ksr1"
"Cdc16","Srpk1"
"Ehd4","Mrps26"
"Acat2","Arf1"
"9130011E15Rik","Ksr1"
"Cul4a","Pls1"
"Dock8","S100a13"
"Tmem57","Ttc9c"
"Stard5","Prpf40a"
"Bcap31","Shmt1"
"Bcap31","Stx3"
"Pcf11","Psmb10"
"Hnrnpu","Sik3"
"Dock11","Cul4a"
"Dock11","Dcun1d2"
"Clasp2","Mmgt1"
"Rxra","Dennd1b"
"Stx3","Nampt"
"Ndufs2","Tnpo2"
"Parp9","Suclg1"
"Plcg2","M6pr"
"Map4k1","Cdk9"
"Map4k1","Ube2l6"
"Map4k1","Rfc5"
"Fermt3","Uba1"
"Prkx","Dmap1"
"Ncapg","Ppp2r5d"
"Lrch3","App"
"Gnaq","Cttnbp2nl"
"Mrps35","C2cd2l"
"Abhd12","Gbp3"
